MeetID,MeetPath,Date,MeetCountry,MeetState,MeetTown,MeetName
1097,cpu/2016-04-21-eb7c5cc8,21/04/2016,Canada,ON,Belle River,Belle River High School Contest
1098,cpu/2016-04-23-1dd94ca7,23/04/2016,Canada,QC,Montreal,Challenge For The Children
1099,cpu/2016-04-23-6c6d605d,23/04/2016,Canada,ON,Belle River,Belle River Open
1100,cpu/2016-04-30-58ac2d5b,30/04/2016,Canada,BC,Abbotsford,BLM Spring Showdown
1101,cpu/2016-04-30-e893f471,30/04/2016,Canada,PE,Charlottetown,Warrior Ludus Open
1102,cpu/2016-05-07-b2939c05,07/05/2016,Canada,QC,Rimouski,Rimouski Open
1103,cpu/2016-05-14-b100e8bc,14/05/2016,Canada,AB,Edmonton,Edmonton Oil Cup
1104,cpu/2016-05-14-cfe0e845,14/05/2016,Canada,ON,St. Catherines,Niagara Open
1105,cpu/2016-05-21-b1c96089,21/05/2016,Canada,SK,Regina,War Of The West
1106,cpu/2016-06-04-a41c4e59,04/06/2016,Canada,NS,Lower Sackville,Nova Scotia Provincials
1107,cpu/2016-06-04-e78684d8,04/06/2016,Canada,ON,Toronto,Toronto Supershow
1108,cpu/2016-06-11-39fc76a3,11/06/2016,Canada,NL,St John's,Newfoundland Open and Masters Provincials
1109,cpu/2016-06-11-41b0a00e,11/06/2016,Canada,QC,Ste-Marie,Ste-Marie Sport Festival
1110,cpu/2016-06-11-5786258c,11/06/2016,Canada,AB,Cold Lake,Alberta Provincials
1111,cpu/2016-06-11-8983c6ba,11/06/2016,Canada,ON,Ottawa,Ottawa Open June
1112,cpu/2016-06-25-f7c045d7,25/06/2016,Canada,BC,Surrey,BC Provincials
1113,cpu/2016-06-29-ffe9ce44,29/06/2016,Canada,MB,Portage La Prairie,Portage Strength Classic
1114,cpu/2016-07-09-a3c20a41,09/07/2016,Canada,QC,Drummondville,Central Quebec Open
1115,cpu/2016-07-09-fcfe1fea,09/07/2016,Canada,ON,London,London Open
1116,cpu/2016-07-16-a59a7f36,16/07/2016,Canada,ON,Ottawa,Ottawa Summer Showcase
1117,cpu/2016-07-23-d399db47,23/07/2016,Canada,SK,Regina,Trench Fitness Open
1118,cpu/2016-07-31-e8684b9b,31/07/2016,Canada,AB,Edmonton,Bay Noppers Memorial
1119,cpu/2016-08-06-11b14f0d,06/08/2016,Canada,QC,Saquenay,Saquenay Open
1120,cpu/2016-08-07-141faa0a,07/08/2016,Canada,BC,Victoria,Taranis Athletics Open
1121,cpu/2016-08-13-6631268a,13/08/2016,Canada,NL,Mt. Pearl,HWTC Open
1122,cpu/2016-08-13-731253a5,13/08/2016,Canada,ON,Arnprior,Ultimate Fitness Open
1123,cpu/2016-08-19-75b134a7,19/08/2016,Canada,BC,Kamloops,Western Canadian Championship
1124,cpu/2016-08-27-7a3662f7,27/08/2016,Canada,AB,Edmonton,Smartlifts Open
1125,cpu/2016-08-27-87520a08,27/08/2016,Canada,ON,Durham,Durham Classic
1126,cpu/2016-08-27-e7923e17,27/08/2016,Canada,NS,Sydney,ATP Summer Open
1127,cpu/2016-09-10-0640a5ca,10/09/2016,Canada,ON,Orangeville,Orangeville Open
1128,cpu/2016-09-10-6db67933,10/09/2016,Canada,QC,Quebec City,Barbare Open
1129,cpu/2016-09-18-a3fbaa79,18/09/2016,Canada,AB,Calgary,Strength Edge Open
1130,cpu/2016-09-24-2862e064,24/09/2016,Canada,ON,Scarborough,Last Chance Zone Open
1131,cpu/2016-09-24-33a1ff9e,24/09/2016,Canada,NL,St. John's,Eastern Canadian Championship
1132,cpu/2016-09-24-f97bedce,24/09/2016,Canada,MB,Winnipeg,Manitoba Provincials
1133,cpu/2016-10-01-2fbb09d7,01/10/2016,Canada,SK,Saskatoon,Saskatchewan Provincials
1134,cpu/2016-10-01-87ba784e,01/10/2016,Canada,ON,Scarborough,Scarborough Fall Qualifier
1135,cpu/2016-10-07-0d35f1f3,07/10/2016,Canada,ON,Brampton,Sheridan Bruins Collegiate Open
1136,cpu/2016-10-15-81b29779,15/10/2016,Canada,BC,Abbotsford,BCPA Fall Classic
1137,cpu/2016-10-15-b95cc594,15/10/2016,Canada,ON,Mississauga,Titans Of Mississauga Open
1138,cpu/2016-10-15-f5ad5460,15/10/2016,Canada,QC,Drummondville,Centre Du Quebec Open
1139,cpu/2016-10-22-6c6d605d,22/10/2016,Canada,ON,Belle River,Belle River Open
1140,cpu/2016-10-22-9ee4b37e,22/10/2016,Canada,QC,Montreal,Epicentre Open
1141,cpu/2016-10-22-c3284ded,22/10/2016,Canada,NS,Sackville,Mainland Fall Classic
1142,cpu/2016-10-29-589b4162,29/10/2016,Canada,AB,Grande Prairie,VO2 Power Classic
1143,cpu/2016-10-29-638d4ca3,29/10/2016,Canada,ON,Ottawa,Ontario Junior / Sub-Junior Championship
1144,cpu/2016-11-12-18717635,12/11/2016,Canada,QC,Drummondville,Quebec Provincials
1145,cpu/2016-11-12-4237e972,12/11/2016,Canada,AB,Edmonton,Powersurge
1146,cpu/2016-11-12-aecc3f69,12/11/2016,Canada,ON,St. Catherines,Ontario Masters and Open Championship
1147,cpu/2016-11-12-df405e10,12/11/2016,Canada,NS,Sydney,YMCA Open
1148,cpu/2016-11-12-ec3ff83d,12/11/2016,Canada,ON,St. Catherines,Ontario Masters/Open Benchpress Championship
1149,cpu/2016-11-26-2b742d5b,26/11/2016,Canada,NL,Paradise,Newfoundland Sub-Junior/Junior Provincials
1150,cpu/2016-11-27-8e5da16e,27/11/2016,Canada,BC,Abbotsford,Pronick Invitational
1151,cpu/2016-12-03-5ab8d575,03/12/2016,Canada,PE,Montague,PEI Open and Masters Provincials
1152,cpu/2016-12-10-6f13a30f,10/12/2016,Canada,SK,Moose Jaw,Last Chance Open
1153,cpu/2017-01-05-6b880892,05/01/2017,Canada,ON,Guelph,Central Canadian Championship
1154,cpu/2017-01-14-6391d938,14/01/2017,Canada,BC,Vancouver,UBC New Year's Championship
1155,cpu/2017-01-21-4976486f,21/01/2017,Canada,ON,Barrie,Barrie Open
1156,cpu/2017-01-28-1707c2ea,28/01/2017,Canada,SK,Regina,University of Saskatchewan Open
1157,cpu/2017-01-29-4266a63c,29/01/2017,Canada,AB,Edmonton,Grit Power Open
1158,cpu/2017-02-04-3baacb05,04/02/2017,Canada,ON,Markham,Seneca College Open
1159,cpu/2017-02-04-de6a9803,04/02/2017,Canada,MB,Winnipeg,Brickhouse Challenge
1160,cpu/2017-02-11-059d8e4d,11/02/2017,Canada,NS,Halifax,Mike LaRoche Memorial Open
1161,cpu/2017-02-18-7aade0c8,18/02/2017,Canada,BC,Burnaby,BCPA Winter Open
1162,cpu/2017-02-26-a830795f,26/02/2017,Canada,ON,Ottawa,College University Capital Classic
1163,cpu/2017-03-13-4d8e5368,13/03/2017,Canada,QC,Saguenay,Canadian National Championship
1164,cpu/2017-03-25-55bfabb7,25/03/2017,Canada,ON,Courtice,Invictus Open
1165,cpu/2017-03-25-b100e8bc,25/03/2017,Canada,AB,Edmonton,Edmonton Oil Cup
1166,cpu/2017-04-08-58ac2d5b,08/04/2017,Canada,BC,Abbotsford,BLM Spring Showdown
1167,cpu/2017-04-08-9cf5de31,08/04/2017,Canada,AB,Edmonton,UAPA Novice Open
1168,cpu/2017-04-16-040bb6c0,16/04/2017,Canada,SK,Saskatoon,Synergy Open
1169,cpu/2017-04-22-87cb48aa,22/04/2017,Canada,MB,CFB Shilo,Westman Strength Classic
1170,cpu/2017-04-29-aaa47cfa,29/04/2017,Canada,NL,Paradise,MM Performance
1171,cpu/2017-05-06-ee1a94b3,06/05/2017,Canada,ON,Toronto,Lab Spring Classic
1172,cpu/2017-05-07-e7456923,07/05/2017,Canada,AB,Calgary,Calgary Spring Open
1173,cpu/2017-05-13-6c6d605d,13/05/2017,Canada,ON,Belle River,Belle River Open
1174,cpu/2017-05-20-80fb39d8,20/05/2017,Canada,ON,Scarborough,Scarborough Spring Classic
1175,cpu/2017-05-20-b42cba37,20/05/2017,Canada,SK,Regina,War Of The West Invitational
1176,cpu/2017-05-27-86052b4d,27/05/2017,Canada,ON,Toronto,Toronto Pro Supershow
1177,cpu/2017-05-27-9a2b80d2,27/05/2017,Canada,NS,,NS and NB Provincials Combined
1178,cpu/2017-05-27-a60820ee,27/05/2017,Canada,QC,Montreal,Montreal Childrens Fund Fundraiser
1179,cpu/2017-06-03-2614b02d,03/06/2017,Canada,MB,Winnipeg,Manitoba Provincial Championship
1180,cpu/2017-06-03-6e3ba503,03/06/2017,Canada,ON,Ottawa,Ottawa Open
1181,cpu/2017-06-10-42cf9711,10/06/2017,Canada,BC,Surrey,BC Provincial Championship
1182,cpu/2017-06-10-4b8ba696,10/06/2017,Canada,QC,Ste-Marie de Beauce,Festival Sportif De Ste-Marie
1183,cpu/2017-06-10-cfe0e845,10/06/2017,Canada,ON,St. Catherines,Niagara Open
1184,cpu/2017-06-11-d2002ff8,11/06/2017,Canada,AB,Calgary,Strength Edge Qualifier
1185,cpu/2017-06-17-17cb9189,17/06/2017,Canada,ON,Courtice,Antoniow Benchpress Classic
1186,cpu/2017-06-18-a591d11d,18/06/2017,Canada,ON,Courtice,Clarrington Classic
1187,cpu/2017-07-08-02f1a3c5,08/07/2017,Canada,ON,North York,Apex Summer Showdown
1188,cpu/2017-07-08-5786258c,08/07/2017,Canada,AB,Edmonton,Alberta Provincials
1189,cpu/2017-07-08-e6f7df2a,08/07/2017,Canada,BC,Kamloops,NXL Bent Iron Blitz
1190,cpu/2017-07-15-e153f6da,15/07/2017,Canada,NL,St. Johns,Newfoundland Provincials
1191,cpu/2017-07-22-6e641448,22/07/2017,Canada,ON,Barrie,APS Barrie Summer Open
1192,cpu/2017-08-05-6f20b51c,05/08/2017,Canada,PE,Charlottetown,PEI Provincial Championship
1193,cpu/2017-08-06-1e7846a2,06/08/2017,Canada,BC,Victoria,Lift The Rock
1194,cpu/2017-08-06-57f24185,06/08/2017,Canada,QC,Saguenay,Saguenay Open
1195,cpu/2017-08-06-e8684b9b,06/08/2017,Canada,AB,Edmonton,Bay Noppers Memorial
1196,cpu/2017-08-12-731253a5,12/08/2017,Canada,ON,Ottawa,Ultimate Fitness Open
1197,cpu/2017-08-13-cc68f736,13/08/2017,Canada,ON,Scarborough,Eastbound Summer Classic 3
1198,cpu/2017-08-18-6b880892,18/08/2017,Canada,QC,Quebec City,Central Canadian Championship
1199,cpu/2017-08-26-2fbb09d7,26/08/2017,Canada,SK,Regina,Saskatchewan Provincials
1200,cpu/2017-08-26-39f5473b,26/08/2017,Canada,ON,Welland,Top Dawgs Open
1201,cpu/2017-08-26-bfc604cb,26/08/2017,Canada,NS,Sydney,ATP Open
1202,cpu/2017-08-26-e9961c3b,26/08/2017,Canada,AB,Grande Prairie,VO2 Max Summer Lift Off
1203,cpu/2017-09-08-75b134a7,08/09/2017,Canada,MB,Winnipeg,Western Canadian Championship
1204,cpu/2017-09-09-fcfe1fea,09/09/2017,Canada,ON,London,London Open
1205,cpu/2017-09-16-1a959c5f,16/09/2017,Canada,NL,Mount Pearl,2nd Annual Heavyweights Powerlifting Open
1206,cpu/2017-09-16-1cc8386b,16/09/2017,Canada,BC,Abbotsford,BC Fall Classic
1207,cpu/2017-09-16-b7172473,16/09/2017,Canada,ON,Ottawa,Ontario Sub-Junior/Junior Provincial Championship
1208,cpu/2017-09-16-f6f20bbd,16/09/2017,Canada,AB,Calgary,XLR8
1209,cpu/2017-09-23-94e5c808,23/09/2017,Canada,ON,Belle River,Belle River Fall Open
1210,cpu/2017-09-24-3ac22eaa,24/09/2017,Canada,ON,North Bay,North Bay Open
1211,cpu/2017-09-30-c95a7eda,30/09/2017,Canada,QC,St-Romuald,Black Sheep Classic
1212,cpu/2017-10-14-78433234,14/10/2017,Canada,ON,Mississauga,Titans of Mississauga
1213,cpu/2017-10-14-e77f7b2e,14/10/2017,Canada,BC,New Westminster,Vancity Showdown
1214,cpu/2017-10-21-5730cf48,21/10/2017,Canada,PE,Charlottetown,Iron Bug Open
1215,cpu/2017-10-27-33a1ff9e,27/10/2017,Canada,NS,Halifax,Eastern Canadian Championship
1216,cpu/2017-10-29-d435b3d8,29/10/2017,Canada,ON,Hamilton,Hamilton Open
1217,cpu/2017-11-04-9b487e69,04/11/2017,Canada,SK,Weyburn,In Depth Powerlifting
1218,cpu/2017-11-11-18717635,11/11/2017,Canada,QC,Drummondville,Quebec Provincials
1219,cpu/2017-11-12-737b50df,12/11/2017,Canada,AB,Edmonton,Powersurge VIII
1220,cpu/2017-11-16-8f1ce146,16/11/2017,Canada,ON,Bowmanville,Ontario Open and Masters Provincials
1221,cpu/2017-11-17-41e3d66c,17/11/2017,Canada,MB,Winnipeg,17 Wing Championship
1222,cpu/2017-11-18-099379f2,18/11/2017,Canada,BC,Abbotsford,Pronick Memorial
1223,cpu/2017-11-18-8e5da16e,18/11/2017,Canada,BC,Abbotsford,Pronick Invitational
1224,cpu/2017-12-02-698431a3,02/12/2017,Canada,ON,Guelph,Vault Barbell Open
1225,cpu/2017-12-02-a60d65f8,02/12/2017,Canada,PE,Montague,Kings County Open 3
1226,cpu/2017-12-09-986d0ca1,09/12/2017,Canada,NL,St. John's,709 Powerlifting Open
1227,cpu/2017-12-30-6f13a30f,30/12/2017,Canada,SK,Moose Jaw,Last Chance Open
1228,cpu/2018-01-06-4266a63c,06/01/2018,Canada,AB,Edmonton,Grit Power Open
1229,cpu/2018-01-14-41376254,14/01/2018,Canada,BC,Vancouver,UBC New Years' Championship
1230,cpu/2018-01-20-da2f37af,20/01/2018,Canada,SK,Regina,U of S Barbell Open
1231,epa/1201,06/08/2012,England,,Moulton,All England Powerlifting Championships 2012
1232,epa/1301,10/08/2013,England,,Moulton,All England Powerlifting Championships 2013
1233,epa/1401,16/08/2014,England,,Moulton,All England Powerlifting Championships 2014
1234,epa/1501,14/08/2015,England,,Moulton,All England Powerlifting Championships 2015
1235,epa/1502,12/07/2015,England,,Horncastle,English Bench Press Championships 2015
1236,epa/1701,20/08/2017,England,,,All Midlands Equipped Championship
1237,epa/1702,17/06/2017,England,,,Lancs & Cheshire Championships
1238,epa/1703,28/10/2017,England,,Gosport,All Midlands Masters
1239,epa/1704,12/08/2017,UK,,,East Midlands Master Juniors & Novices
1240,epa/1705,09/04/2017,England,,Cambridge,EM Anglian Open
1241,epa/1801,13/01/2018,England,,Liverpool,NW Novice Competition
1242,epf/1401,11/09/2014,Italy,,Borgaro Torinese,Western European Men's Championships
1243,epf/1402,11/09/2014,Italy,,Borgaro Torinese,Western European Women's Championships
1244,epf/1501,21/03/2015,Czechia,,Pilsen,1st European Men's Classic Championships
1245,epf/1502,21/03/2015,Czechia,,Pilsen,1st European Women's Classic Championships
1246,epf/1503,06/05/2015,Germany,,Chemnitz,European Open Men's Championships
1247,epf/1504,06/05/2015,Germany,,Chemnitz,European Open Women's Championships
1248,epf/1601,05/03/2016,Estonia,,Tartu,2nd European Men's Classic Championships
1249,epf/1602,05/03/2016,Estonia,,Tartu,2nd European Women's Classic Championships
1250,epf/1603,11/05/2016,Czechia,,Pilsen,European Open Men's Championships
1251,epf/1604,11/05/2016,Czechia,,Pilsen,European Open Women's Championships
1252,epf/1605,12/07/2016,Czechia,,Pilsen,2016 European Masters Men's Championships
1253,epf/1606,12/07/2016,Czechia,,Pilsen,2016 European Masters Women's Championships
1254,epf/1607,08/09/2016,Italy,,Borgaro Torinese,Western European Men's Championships
1255,epf/1608,08/09/2016,Italy,,Borgaro Torinese,Western European Men's Classic Championships
1256,epf/1609,08/09/2016,Italy,,Borgaro Torinese,Western European Women's Championships
1257,epf/1610,08/09/2016,Italy,,Borgaro Torinese,Western European Women's Classic Championships
1258,epf/1611,14/04/2016,Spain,,Malaga,European Sub-Junior & Junior Men's Championships
1259,epf/1612,14/04/2016,Spain,,Malaga,European Sub-Junior & Junior Women's Championships
1260,epf/1613,03/02/2016,Spain,,Malaga,2016 European Classic Mens Cup
1261,epf/1614,03/02/2016,Spain,,Malaga,2016 European Classic Womens Cup
1262,epf/1615,02/02/2016,Spain,,Malaga,2016 European Classic Mens Bench Press Cup
1263,epf/1616,02/02/2016,Spain,,Malaga,2016 European Womens Bench Press Cup
1264,epf/1701,12/03/2017,Denmark,,Thisted,2017 European Men's Classic Championships
1265,epf/1702,12/03/2017,Denmark,,Thisted,2017 European Women's Classic Championships
1266,epf/1703,08/05/2017,Spain,,Malaga,2017 European Men's Championships
1267,epf/1704,08/05/2017,Spain,,Malaga,2017 European Women's Championships
1268,fesupo/1501,16/09/2015,Brazil,,Ribeiro Preto,2015 Pan-American and South American Classic Championships
1269,fesupo/1502,05/12/2015,Peru,,Lima,Copa Rioplatense de Powerlifting
1270,fesupo/1601,14/07/2016,Brazil,,San Pablo,Sudamericano de Powerlifting Equipado 2016
1271,ffforce/1601,09/04/2016,France,,Saint-Etienne,Championnats de France FA Elite 2015-2016
1272,ffforce/1602,27/03/2016,France,,Mourmelon,Championnats de France PL 2015-2016
1273,ffforce/1603,04/03/2016,France,,Linas-Montlhéry,Championnats de France FA Masters 2015-2016
1274,ffforce/1701,08/04/2017,France,,Port-la-Nouvelle,France Force Athlétique Open 2017
1275,ffforce/1702,26/03/2017,France,,Saint-Jean-de-Maurienne,France Powerlifting 2017
1276,ffforce/1703,29/04/2017,France,,Saint-Junien,France Force Athlétique Jeunes 2017
1277,fpo/1501,31/01/2015,Finland,,Savonlinna,Savonlinna Record Breakers
1278,fpo/1502,26/09/2015,Finland,,Paimio,Paimio Power Weekend
1279,fpo/1602,19/03/2016,Finland,,Turku,Iloinen Härkä 2016
1280,fpo/1603,15/10/2016,Finland,,Savonlinna,RB Gym Open
1281,fpo/1701,27/05/2017,Finland,,Savolinna,Finnish Nationals
1282,fpo/1702,07/01/2017,Finland,,Turku,KP Gym Open
1283,fpo/1703,22/07/2017,Finland,,Turku,Night of the Champions
1284,fpo/1704,22/04/2017,Finland,,Savonlinna,National Full Gear Powerlifting Contest
1285,gpa/1401,21/11/2014,Australia,NSW,Sydney,GPA World Championships 2014
1286,gpa/1501,08/10/2015,USA,GA,Athens,GPA World Championships 2015
1287,gpa/1601,08/12/2016,Russia,,Dolgoprudny,2016 Drug-Tested World Championships
1288,gpa/1602,08/12/2016,Russia,,Dolgoprudny,2016 World Championships
1289,gpa/1701,24/03/2017,Malaysia,,,Malaysia National Championships 2017
1290,gpc/1501,13/09/2015,USA,NV,Las Vegas,2015 GPC Raw Powerlifting World Championships
1291,gpc/1502,17/09/2015,USA,NV,Las Vegas,2015 GPC Equipped Powerlifting World Championships
1292,gpc/1601,22/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Raw Powerlifting
1293,gpc/1602,21/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Raw Bench
1294,gpc/1603,21/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Raw Deadlift
1295,gpc/1604,18/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Equipped Bench
1296,gpc/1605,18/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Equipped Deadlift
1297,gpc/1606,19/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Equipped Powerlifting
1298,gpc/1607,20/09/2016,Serbia,,Knjaževac,2016 GPC World Championships - Paralympic Bench
1299,gpc/1701,14/09/2017,Czechia,,Trutnov,2017 GPC World Championships
1300,gpc-aus/1501,14/02/2015,Australia,QLD,Brisbane,QLD States 2015
1301,gpc-aus/1601,08/07/2016,Australia,QLD,Surfers Paradise,GPC OPEN RAW National Championships
1302,gpc-aus/1602,03/09/2016,Australia,VIC,Melbourne,Melbourne Cup
1303,gpc-aus/1701,21/07/2017,Australia,VIC,Frankston,GPC Nationals
1304,gpc-aus/1702,09/09/2017,Australia,VIC,Melbourne,Melbourne Cup
1305,gpc-aus/1703,07/10/2017,Australia,VIC,Frankston South,Teen/Junior/Master Nationals
1306,gpc-aus/1704,22/10/2017,Australia,SA,Adelaide,Adelaide Cup 2017
1307,gpc-aus/1705,22/10/2017,Australia,NSW,Sydney,Sydney Cup 2017
1308,gpc-aus/1706,19/11/2017,Australia,QLD,,Bris Qualifier
1309,gpc-aus/1707,09/07/2017,Australia,ACT,,Winter Classic
1310,gpc-aus/1708,03/12/2017,Australia,WA,Perth,Perth Push/Pull
1311,gpc-aus/1801,21/01/2018,Australia,QLD,,Gold Coast Nationals Qualifier
1312,gpc-aus/1802,28/01/2018,Australia,NSW,,Summer Showdown
1313,gpc-aus/1803,27/01/2018,Australia,VIC,,VIC Summer Classic
1314,gpc-aus/2013-nats-men-heavy,16/06/2013,Australia,VIC,Melbourne,Nationals Mens Over 100kg
1315,gpc-aus/2013-nats-men-light,15/06/2013,Australia,VIC,Melbourne,Nationals Mens Under 90kg
1316,gpc-aus/2013-nats-women,16/06/2013,Australia,VIC,Melbourne,Nationals Women
1317,gpc-gb/1601,29/10/2016,UK,,Manchester,British Finals 2016
1318,gpc-gb/1701,11/11/2017,UK,,,Women's British Finals
1319,herc/1501,06/06/2015,USA,NY,Syracuse,Syracuse Strongest
1320,herc/1502,21/11/2015,USA,NY,Syracuse,Beasts of New York
1321,herc/1601,05/11/2016,USA,NY,Syracuse,Beasts of New York Full Power Meet
1322,herc/1602,16/07/2016,USA,NY,Syracuse,Hot and Heavy Full Power Meet
1323,herc/1603,18/06/2016,USA,NY,Syracuse,Syracuse Strongest Bench at The Blarney Stone
1324,herc/1701,03/06/2017,USA,NY,Syracuse,Heavy Metal Drug-Free Meet
1325,herc/1702,18/02/2017,USA,NY,Syracuse,Iron Asylum Full Power Meet
1326,herc/1703,26/08/2017,USA,NY,Syracuse,Hot and Heavy
1327,herc/1704,21/10/2017,USA,NY,Syracuse,Iron Maiden Women's Pro/Am
1328,herc/1705,18/11/2017,USA,NY,Syracuse,Beasts of New York
1329,ipa/1301,17/08/2013,USA,PA,York,2013 IPA Westside Invitational Pro Open Powerlifting Championships
1330,ipa/1302,16/11/2013,USA,PA,York,National Powerlifting and Bench Press Championships
1331,ipa/1303,09/11/2013,USA,NY,Long Island,Long Island Fall Fest
1332,ipa/1304,23/03/2013,USA,NY,Ithaca,Ultimate Athletics Powerlifting Championships
1333,ipa/1305,21/09/2013,USA,CT,New Haven,Connecticut State Open Powerlifting Championships
1334,ipa/1306,19/01/2013,USA,SC,Columbia,Dixie BP Meet
1335,ipa/1307,19/10/2013,USA,NY,Ithaca,Ultimate Powerlifting Championships
1336,ipa/1308,06/04/2013,USA,SC,Greenville,Rebels Powerlifting and Bench Press Championships
1337,ipa/1309,22/06/2013,USA,PA,York,Strength Spectacular Powerlifting and Bench Press Championships
1338,ipa/1401,16/08/2014,USA,PA,York,2014 IPA Westside Pro Invitational Powerlifting Championships
1339,ipa/1402,15/11/2014,USA,PA,York,National Powerlifting Championships
1340,ipa/1403,13/12/2014,USA,MD,Rosedale,Metal Militia Christmas Carnage
1341,ipa/1404,06/12/2014,USA,NY,Ronkonkoma,Night Before Christmas
1342,ipa/1405,25/10/2014,USA,PA,Glen Rock,Mason Dixon Halloween Push/Pull
1343,ipa/1406,18/10/2014,USA,OH,Columbus,Ohio Grand Prix
1344,ipa/1407,11/10/2014,USA,SC,Columbia,The Big South Powerlifting and Bench Press Contest
1345,ipa/1408,04/10/2014,USA,CT,New Haven,Connecticut State Open Powerlifting Championships
1346,ipa/1409,02/08/2014,USA,WV,Morgantown,Mt. Madness Push/Pull Meet
1347,ipa/1410,14/07/2014,USA,PA,York,2014 Can-Am Police-Fire Games
1348,ipa/1411,21/06/2014,USA,PA,York,Strength Spectacular Powerlifting Championships
1349,ipa/1412,18/05/2014,USA,NY,Ronkonkoma,New York Grand Prix and Westside Pro Invitational Qualifier
1350,ipa/1413,03/05/2014,USA,SC,Columbia,South Carolina Rebels Powerlifting Contest
1351,ipa/1414,03/05/2014,USA,PA,Glen Rock,Adrenaline Junkies Bench Bash
1352,ipa/1415,26/04/2014,USA,NY,Ithaca,Ultimate IPA Powerlifting Meet
1353,ipa/1416,25/01/2014,USA,NY,Bohemia,Winter Heat
1354,ipa/1417,01/03/2014,USA,PA,York,Pennsylvania State Powerlifting Championships
1355,ipa/1501,28/02/2015,USA,IL,Aurora,2015 IPA Barbell Central Open
1356,ipa/1502,14/03/2015,USA,OH,Columbus,2015 IPA Battle of the Titans
1357,ipa/1503,21/06/2015,Canada,NS,Amherst,Power Wars
1358,ipa/1504,05/12/2015,USA,NY,Ronkonkoma,Jingle Bell Blast
1359,ipa/1505,07/11/2015,USA,NY,Ithaca,Ultimate Powerlifting Championships
1360,ipa/1506,07/11/2015,USA,OH,Columbus,Buckeye Bash
1361,ipa/1507,24/10/2015,USA,OH,Columbus,2015 Grand Prix National Powerlifting Championships
1362,ipa/1508,11/07/2015,USA,PA,Newtown,VIP Summer Classic
1363,ipa/1509,31/10/2015,USA,PA,Williamsport,Iron Legion/Super Beast Pro Gear Pennsylvania Ironman Championships II
1364,ipa/1510,03/10/2015,USA,CT,New Haven,Connecticut State Open Powerlifting Championships
1365,ipa/1511,31/01/2015,USA,PA,Allentown,Northeast Power Bowl II
1366,ipa/1512,18/07/2015,USA,NY,Plattsburgh,Powerhouse International Powerlifting Competition
1367,ipa/1513,20/06/2015,USA,PA,York,Strength Spectacular Powerlifting Championships
1368,ipa/1514,25/04/2015,USA,CT,Wallingford,Connecticut Ironman Push/Pull Showdown
1369,ipa/1515,11/04/2015,USA,NY,Ronkonkoma,New York Grand Prix and New Jersey State Championships
1370,ipa/1516,11/04/2015,USA,NY,Lake George,Metal Militia Spring Destruction Powerlifting Championships
1371,ipa/1517,07/03/2015,USA,NY,Ithaca,Eastern USA Powerlifting Championships
1372,ipa/1518,28/02/2015,USA,PA,York,Pennsylvania State Powerlifting Championships
1373,ipa/1601,06/02/2016,USA,CT,South Windsor,2016 IPA New England Record Breakers
1374,ipa/1602,09/01/2016,USA,WV,Morgantown,2016 IPA Mountain Madness Powerlifting Meet
1375,ipa/1603,30/01/2016,Finland,,Savonlinna,2016 IPA Savonlinna Record Breakers
1376,ipa/1604,20/08/2016,USA,WV,Morgantown,Mountain Madness Powerlifting Championships
1377,ipa/1605,23/07/2016,USA,PA,Newtown,VIP Summer Classic
1378,ipa/1606,25/06/2016,USA,TX,Corpus Christi,Titans of Bench
1379,ipa/1607,19/11/2016,USA,PA,York,National Powerlifting and Bench Press Championships
1380,ipa/1608,19/03/2016,USA,NY,Lake George,Metal Militia Full Power Wars
1381,ipa/1609,17/12/2016,USA,TN,Murfreesboro,Champion of Champions Powerlifting Meet
1382,ipa/1610,05/03/2016,USA,TN,Murfreesboro,Press Fitness 1st Annual Tennessee State Powerlifting Meet
1383,ipa/1611,10/12/2016,USA,OH,Newark,Buckeye Brawl
1384,ipa/1612,17/09/2016,USA,NY,Ronkonkoma,Long Island Throwdown Powerlifting Championships
1385,ipa/1613,10/09/2016,USA,PA,Greensburg,Lift for Dreams
1386,ipa/1614,05/03/2016,USA,PA,York,Pennsylvania State Powerlifting Championships
1387,ipa/1615,29/10/2016,Canada,NS,Amherst,Canada Nationals
1388,ipa/1616,22/10/2016,USA,IL,Granite City,Greater St. Louis Power Bash
1389,ipa/1617,15/10/2016,USA,CT,New Haven,Connecticut State Powerlifting Championships
1390,ipa/1618,13/08/2016,USA,NY,South Glens Falls,Metal Militia Power Wars
1391,ipa/1619,16/07/2016,USA,TN,Nashville,Battle of the Beast
1392,ipa/1620,25/06/2016,USA,PA,York,Strength Spectacular Powerlifting Championships
1393,ipa/1621,21/05/2016,USA,OH,Newark,Buckeye Bash Push/Pull
1394,ipa/1622,16/04/2016,USA,CT,Shelton,Connecticut Ironman Push/Pull Showdown
1395,ipa/1623,19/03/2016,USA,OH,Columbus,Battle of the Titans
1396,ipa/1624,09/04/2016,Canada,NS,Amherst,Victory or Valhalla Powerlifting Championships
